Time (sec),Ti575 Flash Thickness,Ti64 Flash Thickness,,Time (sec),Oscillation stroke 
,,,,11.046,0.002971
,,,,11.047,-0.00786
,,,,11.048,0.002876
,,,,11.049,0.007998
,,,,11.05,-0.00105
,,,,11.051,0.001959
,,,,11.052,0.010965
,,,,11.053,0.012458
,,,,11.054,0.011991
,,,,11.055,-0.00434
,,,,11.056,-0.00508
,,,,11.057,0.009153
,,,,11.058,0.003424
,,,,11.059,0.005462
,,,,11.06,0.012349
,,,,11.061,0.008238
,,,,11.062,0.015803
,,,,11.063,0.006172
,,,,11.064,0.000711
,,,,11.065,0.009561
,,,,11.066,-0.00846
,,,,11.067,-0.00748
,,,,11.068,0.004881
,,,,11.069,-0.00655
,,,,11.07,-0.00167
,,,,11.071,0.000614
,,,,11.072,0.007647
,,,,11.073,0.008369
,,,,11.074,0.000138
,,,,11.075,-0.00482
,,,,11.076,0.002938
,,,,11.077,-0.00562
,,,,11.078,-0.00954
,,,,11.079,-0.00518
,,,,11.08,-0.00032
,,,,11.081,0.002285
,,,,11.082,-0.0018
,,,,11.083,-0.0028
,,,,11.084,0.014319
,,,,11.085,0.002343
,,,,11.086,-0.0011
,,,,11.087,0.009143
,,,,11.088,0.00416
,,,,11.089,0.003263
,,,,11.09,-0.0127
,,,,11.091,0.005153
,,,,11.092,0.00811
,,,,11.093,-0.01321
,,,,11.094,0.000919
,,,,11.095,0.005986
,,,,11.096,-0.00568
,,,,11.097,-0.000021
,,,,11.098,-0.00909
,,,,11.099,0.002956
,,,,11.1,0.003492
,,,,11.101,-0.00844
,,,,11.102,-0.00118
,,,,11.103,0.005637
,,,,11.104,0.001235
,,,,11.105,-0.01074
,,,,11.106,0.010856
,,,,11.107,0.013461
,,,,11.108,0.002368
,,,,11.109,-0.00649
,,,,11.11,0.003848
,,,,11.111,0.003219
,,,,11.112,0.004421
,,,,11.113,-0.00135
,,,,11.114,0.008428
,,,,11.115,0.005148
,,,,11.116,0.011671
,,,,11.117,-0.00648
,,,,11.118,0.001214
,,,,11.119,0.00485
,,,,11.12,-0.00034
,,,,11.121,-0.00791
,,,,11.122,0.0000631
,,,,11.123,-0.00114
,,,,11.124,0.005932
,,,,11.125,-0.00637
,,,,11.126,0.000418
,,,,11.127,0.017213
,,,,11.128,0.000509
,,,,11.129,-0.00111
,,,,11.13,0.002759
,,,,11.131,0.012306
,,,,11.132,-0.0021
,,,,11.133,0.001813
,,,,11.134,0.000847
,,,,11.135,-0.000089
,,,,11.136,-0.00871
,,,,11.137,0.002308
,,,,11.138,0.012419
,,,,11.139,-0.00241
,,,,11.14,-0.00117
,,,,11.141,0.00808
,,,,11.142,0.013067
,,,,11.143,0.003096
,,,,11.144,-0.00859
,,,,11.145,0.003452
,,,,11.146,0.012338
,,,,11.147,-0.00281
,,,,11.148,-0.00877
,,,,11.149,0.001686
,,,,11.15,0.01151
,,,,11.151,0.006563
,,,,11.152,-0.00245
,,,,11.153,0.013714
,,,,11.154,0.004201
,,,,11.155,-0.0007
,,,,11.156,-0.00799
,,,,11.157,0.004605
,,,,11.158,0.014624
,,,,11.159,-0.00104
,,,,11.16,0.000954
,,,,11.161,0.007426
,,,,11.162,-0.00024
,,,,11.163,-0.00154
,,,,11.164,-0.00645
,,,,11.165,0.008249
,,,,11.166,0.004862
,,,,11.167,-0.00243
,,,,11.168,-0.0000095
,,,,11.169,0.001017
,,,,11.17,0.000868
,,,,11.171,-0.00089
,,,,11.172,-0.00407
,,,,11.173,0.004803
,,,,11.174,0.002658
,,,,11.175,-0.0045
,,,,11.176,0.009567
,,,,11.177,0.00436
,,,,11.178,-0.00651
,,,,11.179,-0.00609
,,,,11.18,-0.0018
,,,,11.181,0.006511
,,,,11.182,0.000797
,,,,11.183,0.001141
,,,,11.184,0.005428
,,,,11.185,0.005339
,,,,11.186,0.001704
,,,,11.187,-0.0047
,,,,11.188,0.009285
,,,,11.189,0.00884
,,,,11.19,-0.00266
,,,,11.191,-0.01155
,,,,11.192,0.005341
,,,,11.193,0.007843
,,,,11.194,-0.00382
,,,,11.195,-0.00436
,,,,11.196,0.006991
,,,,11.197,0.009341
,,,,11.198,-0.00944
,,,,11.199,-0.01129
,,,,11.2,0.003027
,,,,11.201,0.000092
,,,,11.202,0.002228
,,,,11.203,0.003328
,,,,11.204,0.016038
,,,,11.205,-0.00289
,,,,11.206,0.011224
,,,,11.207,0.00438
,,,,11.208,0.005565
,,,,11.209,-0.000037
,,,,11.21,-0.00706
,,,,11.211,-0.00381
,,,,11.212,0.00456
,,,,11.213,0.005189
,,,,11.214,-0.00919
,,,,11.215,-0.00403
,,,,11.216,0.0000936
,,,,11.217,-0.00702
,,,,11.218,-0.00648
,,,,11.219,0.003776
,,,,11.22,-0.000028
,,,,11.221,-0.00172
,,,,11.222,-0.00184
,,,,11.223,0.00987
,,,,11.224,0.00407
,,,,11.225,0.001502
,,,,11.226,0.000464
,,,,11.227,-0.00375
,,,,11.228,-0.00059
,,,,11.229,0.004968
,,,,11.23,-0.00087
,,,,11.231,-0.00261
,,,,11.232,-0.00026
,,,,11.233,0.000408
,,,,11.234,-0.00454
,,,,11.235,0.000592
,,,,11.236,0.000914
,,,,11.237,-0.00136
,,,,11.238,0.003653
,,,,11.239,0.006984
,,,,11.24,-0.00221
,,,,11.241,-0.00141
,,,,11.242,0.009313
,,,,11.243,0.0000348
,,,,11.244,0.016848
,,,,11.245,0.001151
,,,,11.246,-0.00179
,,,,11.247,0.006352
,,,,11.248,0.008986
,,,,11.249,0.000416
,,,,11.25,0.000588
,,,,11.251,0.012886
,,,,11.252,-0.00662
,,,,11.253,-0.00622
,,,,11.254,0.004119
,,,,11.255,0.006141
,,,,11.256,0.007914
,,,,11.257,-0.00272
,,,,11.258,0.007607
,,,,11.259,0.008047
,,,,11.26,-0.00787
,,,,11.261,-0.00588
,,,,11.262,0.019017
,,,,11.263,0.001196
,,,,11.264,0.001803
,,,,11.265,0.007289
,,,,11.266,0.001604
,,,,11.267,0.007357
,,,,11.268,-0.00545
,,,,11.269,0.002279
,,,,11.27,0.009898
,,,,11.271,-0.00097
,,,,11.272,0.008409
,,,,11.273,0.002538
,,,,11.274,-0.00114
,,,,11.275,-0.00026
,,,,11.276,-0.00856
,,,,11.277,0.000625
,,,,11.278,0.007428
,,,,11.279,0.000959
,,,,11.28,-0.00389
,,,,11.281,0.007682
,,,,11.282,0.002347
,,,,11.283,0.000728
,,,,11.284,-0.01685
,,,,11.285,-0.00181
,,,,11.286,0.014872
,,,,11.287,-0.0035
,,,,11.288,-0.00111
,,,,11.289,0.005562
,,,,11.29,0.004954
,,,,11.291,0.000339
,,,,11.292,-0.00209
,,,,11.293,-0.00481
,,,,11.294,0.005942
,,,,11.295,-0.00261
,,,,11.296,-0.01198
,,,,11.297,0.008798
,,,,11.298,-0.00169
,,,,11.299,-0.00347
,,,,11.3,0.001342
,,,,11.301,-0.00791
,,,,11.302,0.002831
,,,,11.303,-0.00866
,,,,11.304,0.004263
,,,,11.305,0.005463
,,,,11.306,0.003352
,,,,11.307,-0.00957
,,,,11.308,0.009619
,,,,11.309,-0.0002
,,,,11.31,0.00235
,,,,11.311,-0.00213
,,,,11.312,0.005928
,,,,11.313,0.012438
,,,,11.314,-0.00601
,,,,11.315,-0.00306
,,,,11.316,0.003582
,,,,11.317,0.000036
,,,,11.318,-0.00823
,,,,11.319,-0.00159
,,,,11.32,0.005327
,,,,11.321,0.008623
,,,,11.322,-0.00505
,,,,11.323,-0.00304
,,,,11.324,-0.0068
,,,,11.325,0.006501
,,,,11.326,0.003755
,,,,11.327,0.007086
,,,,11.328,0.003327
,,,,11.329,0.008784
,,,,11.33,-0.00032
,,,,11.331,0.000109
,,,,11.332,0.006363
,,,,11.333,0.003986
,,,,11.334,-0.00178
,,,,11.335,-0.00676
,,,,11.336,0.002373
,,,,11.337,0.005434
,,,,11.338,-0.00467
,,,,11.339,0.004381
,,,,11.34,0.003884
,,,,11.341,-0.000001
,,,,11.342,-0.00681
,,,,11.343,-0.0082
,,,,11.344,-0.00125
,,,,11.345,0.005982
,,,,11.346,-0.00545
,,,,11.347,0.0111
,,,,11.348,0.00018
,,,,11.349,-0.01284
,,,,11.35,-0.00337
,,,,11.351,0.009752
,,,,11.352,0.005616
,,,,11.353,0.007867
,,,,11.354,0.001506
,,,,11.355,0.004345
,,,,11.356,0.001956
,,,,11.357,-0.00219
,,,,11.358,-0.00473
,,,,11.359,0.010373
,,,,11.36,0.013937
,,,,11.361,0.001097
,,,,11.362,0.002992
,,,,11.363,0.004422
,,,,11.364,0.007011
,,,,11.365,-0.00619
,,,,11.366,-0.00439
,,,,11.367,0.000942
,,,,11.368,0.003875
,,,,11.369,-0.00156
,,,,11.37,-0.00066
,,,,11.371,0.004227
,,,,11.372,0.010892
,,,,11.373,-0.01421
,,,,11.374,0.008183
,,,,11.375,-0.00244
,,,,11.376,0.00978
,,,,11.377,-0.00621
,,,,11.378,0.006524
,,,,11.379,0.002297
,,,,11.38,-0.00288
,,,,11.381,-0.01353
,,,,11.382,-0.00142
,,,,11.383,0.003382
,,,,11.384,-0.00052
,,,,11.385,-0.00522
,,,,11.386,0.012829
,,,,11.387,0.010879
,,,,11.388,0.007366
,,,,11.389,0.004585
,,,,11.39,0.010672
,,,,11.391,0.006056
,,,,11.392,0.003916
,,,,11.393,-0.00645
,,,,11.394,0.003191
,,,,11.395,-0.00152
,,,,11.396,-0.00655
,,,,11.397,-0.00559
,,,,11.398,-0.00318
,,,,11.399,0.014825
,,,,11.4,-0.00451
,,,,11.401,0.001137
,,,,11.402,0.010253
,,,,11.403,-0.00274
,,,,11.404,-0.00916
,,,,11.405,0.00924
,,,,11.406,0.002936
,,,,11.407,0.000964
,,,,11.408,0.003794
,,,,11.409,-0.00059
,,,,11.41,0.005594
,,,,11.411,0.004689
,,,,11.412,-0.0026
,,,,11.413,-0.00186
,,,,11.414,0.009796
,,,,11.415,-0.00091
,,,,11.416,-0.00669
,,,,11.417,-0.00274
,,,,11.418,0.001503
,,,,11.419,0.010372
,,,,11.42,-0.00326
,,,,11.421,0.001454
,,,,11.422,-0.00668
,,,,11.423,-0.0002
,,,,11.424,0.003789
,,,,11.425,-0.0005
,,,,11.426,-0.00931
,,,,11.427,-0.00544
,,,,11.428,0.000827
,,,,11.429,0.005393
,,,,11.43,0.005064
,,,,11.431,0.00161
,,,,11.432,0.008758
,,,,11.433,0.008185
,,,,11.434,-0.00193
,,,,11.435,-0.01086
,,,,11.436,0.000535
,,,,11.437,0.015388
,,,,11.438,-0.00342
,,,,11.439,0.005261
,,,,11.44,-0.00236
,,,,11.441,0.015696
,,,,11.442,0.00424
,,,,11.443,-0.00372
,,,,11.444,0.004081
,,,,11.445,0.001224
,,,,11.446,0.004188
,,,,11.447,-0.00918
,,,,11.448,-0.0034
,,,,11.449,-0.00091
,,,,11.45,0.005573
,,,,11.451,0.000631
,,,,11.452,0.001494
,,,,11.453,0.006612
,,,,11.454,-0.01082
,,,,11.455,0.00205
,,,,11.456,-0.00336
,,,,11.457,-0.00087
,,,,11.458,0.007976
,,,,11.459,0.002281
,,,,11.46,0.006902
,,,,11.461,0.001163
,,,,11.462,0.003013
,,,,11.463,-0.00461
,,,,11.464,0.005083
,,,,11.465,-0.00362
,,,,11.466,-0.00661
,,,,11.467,-0.00085
,,,,11.468,-0.00642
,,,,11.469,0.00046
,,,,11.47,-0.00493
,,,,11.471,0.003546
,,,,11.472,-0.00091
,,,,11.473,-0.00232
,,,,11.474,0.000965
,,,,11.475,0.000182
,,,,11.476,0.001731
,,,,11.477,0.003672
,,,,11.478,0.008519
,,,,11.479,0.000543
,,,,11.48,0.004487
,,,,11.481,0.00681
,,,,11.482,-0.00712
,,,,11.483,0.011896
,,,,11.484,0.000833
,,,,11.485,0.000708
,,,,11.486,-0.00799
,,,,11.487,0.004831
,,,,11.488,0.001605
,,,,11.489,-0.00603
,,,,11.49,-0.00308
,,,,11.491,0.010076
,,,,11.492,0.004441
,,,,11.493,0.005295
,,,,11.494,0.001986
,,,,11.495,0.003374
,,,,11.496,0.004734
,,,,11.497,-0.00979
,,,,11.498,0.003712
,,,,11.499,-0.00262
,,,,11.5,0.001834
,,,,11.501,-0.00083
,,,,11.502,0.003937
,,,,11.503,0.006481
,,,,11.504,0.01274
,,,,11.505,-0.00706
,,,,11.506,0.003688
,,,,11.507,0.003908
,,,,11.508,0.002774
,,,,11.509,-0.00795
,,,,11.51,0.001626
,,,,11.511,0.008642
,,,,11.512,0.008269
,,,,11.513,0.002064
,,,,11.514,0.007441
,,,,11.515,0.003577
,,,,11.516,-0.00342
,,,,11.517,-0.00659
,,,,11.518,0.006733
,,,,11.519,0.005796
,,,,11.52,0.000852
,,,,11.521,0.003815
,,,,11.522,0.003494
,,,,11.523,0.002873
,,,,11.524,-0.00188
,,,,11.525,-0.00507
,,,,11.526,-0.00673
,,,,11.527,0.011303
,,,,11.528,0.003758
,,,,11.529,0.007399
,,,,11.53,-0.00504
,,,,11.531,0.006616
,,,,11.532,0.000109
,,,,11.533,0.005745
,,,,11.534,0.004464
,,,,11.535,-0.00413
,,,,11.536,0.000441
,,,,11.537,-0.00332
,,,,11.538,-0.00101
,,,,11.539,0.009847
,,,,11.54,-0.00559
,,,,11.541,-0.00075
,,,,11.542,-0.0006
,,,,11.543,-0.00344
,,,,11.544,-0.0095
,,,,11.545,0.003288
,,,,11.546,0.009016
,,,,11.547,-0.00421
,,,,11.548,0.002993
,,,,11.549,-0.0003
,,,,11.55,0.006315
,,,,11.551,-0.00612
,,,,11.552,-0.00863
,,,,11.553,0.007207
,,,,11.554,0.00381
,,,,11.555,-0.00518
,,,,11.556,-0.00621
,,,,11.557,0.003024
,,,,11.558,-0.000078
,,,,11.559,0.000838
,,,,11.56,-0.00356
,,,,11.561,0.005808
,,,,11.562,-0.01059
,,,,11.563,-0.00674
,,,,11.564,-0.00617
,,,,11.565,0.005948
,,,,11.566,0.000781
,,,,11.567,-0.00992
,,,,11.568,-0.002
,,,,11.569,0.009216
,,,,11.57,0.000101
,,,,11.571,-0.00392
,,,,11.572,0.011016
,,,,11.573,0.01339
,,,,11.574,0.003576
,,,,11.575,-0.00014
,,,,11.576,-0.00316
,,,,11.577,-0.00562
,,,,11.578,-0.00197
,,,,11.579,-0.0013
,,,,11.58,-0.00494
,,,,11.581,0.006182
,,,,11.582,0.00077
,,,,11.583,-0.00515
,,,,11.584,0.001797
,,,,11.585,-0.00206
,,,,11.586,-0.01368
,,,,11.587,-0.00549
,,,,11.588,0.013129
,,,,11.589,-0.00064
,,,,11.59,0.000855
,,,,11.591,0.002333
,,,,11.592,0.009555
,,,,11.593,0.00164
,,,,11.594,-0.00207
,,,,11.595,-0.01357
,,,,11.596,-0.00025
,,,,11.597,0.002065
,,,,11.598,-0.00076
,,,,11.599,-0.00449
,,,,11.6,0.000238
,,,,11.601,-0.00326
,,,,11.602,0.007019
,,,,11.603,-0.00217
,,,,11.604,0.01119
,,,,11.605,-0.00503
,,,,11.606,-0.00431
,,,,11.607,-0.00816
,,,,11.608,0.004961
,,,,11.609,-0.00223
,,,,11.61,0.004178
,,,,11.611,0.000994
,,,,11.612,0.001385
,,,,11.613,-0.0014
,,,,11.614,-0.00396
,,,,11.615,-0.00427
,,,,11.616,0.002544
,,,,11.617,0.006157
,,,,11.618,0.003847
,,,,11.619,0.000863
,,,,11.62,0.004693
,,,,11.621,-0.00906
,,,,11.622,-0.01112
,,,,11.623,0.014787
,,,,11.624,-0.00214
,,,,11.625,0.00379
,,,,11.626,0.000451
,,,,11.627,0.003616
,,,,11.628,-0.00173
,,,,11.629,-0.00571
,,,,11.63,0.002531
,,,,11.631,0.001789
,,,,11.632,-0.00562
,,,,11.633,-0.00119
,,,,11.634,0.005529
,,,,11.635,0.002985
,,,,11.636,0.000758
,,,,11.637,0.003676
,,,,11.638,-0.00662
,,,,11.639,0.010073
,,,,11.64,-0.00385
,,,,11.641,-0.00052
,,,,11.642,0.000136
,,,,11.643,0.00555
,,,,11.644,-0.00363
,,,,11.645,-0.00201
,,,,11.646,0.008723
,,,,11.647,0.021897
,,,,11.648,-0.00536
,,,,11.649,-0.00589
,,,,11.65,0.016618
,,,,11.651,-0.00672
,,,,11.652,0.002659
,,,,11.653,-0.00183
,,,,11.654,0.009442
,,,,11.655,0.013367
,,,,11.656,-0.00658
,,,,11.657,-0.00922
,,,,11.658,0.005712
,,,,11.659,0.005403
,,,,11.66,0.000208
,,,,11.661,-0.00659
,,,,11.662,0.003452
,,,,11.663,0.005891
,,,,11.664,-0.0002
,,,,11.665,0.002587
,,,,11.666,0.012076
,,,,11.667,0.011392
,,,,11.668,-0.00048
,,,,11.669,-0.00093
,,,,11.67,0.00307
,,,,11.671,0.003383
,,,,11.672,-0.00548
,,,,11.673,-0.00431
,,,,11.674,0.002716
,,,,11.675,-0.00229
,,,,11.676,-0.00442
,,,,11.677,0.007819
,,,,11.678,-0.00102
,,,,11.679,0.002712
,,,,11.68,-0.00073
,,,,11.681,-0.00746
,,,,11.682,0.004537
,,,,11.683,0.000422
,,,,11.684,0.003292
,,,,11.685,0.001526
,,,,11.686,0.018274
,,,,11.687,0.01141
,,,,11.688,-0.00468
,,,,11.689,-0.00055
,,,,11.69,0.009167
,,,,11.691,0.001147
,,,,11.692,-0.00277
,,,,11.693,0.009712
,,,,11.694,-0.00179
,,,,11.695,-0.00461
,,,,11.696,-0.00166
,,,,11.697,-0.00088
,,,,11.698,0.000316
,,,,11.699,-0.00864
,,,,11.7,0.002976
,,,,11.701,0.007794
,,,,11.702,-0.00195
,,,,11.703,-0.00178
,,,,11.704,-0.00534
,,,,11.705,0.005448
,,,,11.706,0.007189
,,,,11.707,-0.00552
,,,,11.708,-0.00236
,,,,11.709,0.003978
,,,,11.71,-0.00743
,,,,11.711,-0.01067
,,,,11.712,0.005903
,,,,11.713,-0.00024
,,,,11.714,-0.00274
,,,,11.715,0.005152
,,,,11.716,0.002269
,,,,11.717,0.006048
,,,,11.718,-0.00588
,,,,11.719,0.004083
,,,,11.72,0.006839
,,,,11.721,0.00117
,,,,11.722,-0.00412
,,,,11.723,0.003741
,,,,11.724,0.000673
,,,,11.725,0.002571
,,,,11.726,-0.00797
,,,,11.727,0.002216
,,,,11.728,0.002823
,,,,11.729,0.000627
,,,,11.73,-0.00292
,,,,11.731,0.008727
,,,,11.732,0.004328
,,,,11.733,-0.00056
,,,,11.734,0.006278
,,,,11.735,-0.00389
,,,,11.736,0.009254
,,,,11.737,0.005977
,,,,11.738,-0.00181
,,,,11.739,0.00677
,,,,11.74,0.003805
,,,,11.741,-0.00476
,,,,11.742,-0.00612
,,,,11.743,0.00304
,,,,11.744,0.000494
,,,,11.745,-0.00342
,,,,11.746,-0.00216
,,,,11.747,0.0000555
,,,,11.748,0.009739
,,,,11.749,0.002625
,,,,11.75,-0.00845
,,,,11.751,0.013104
,,,,11.752,0.006229
,,,,11.753,-0.00759
,,,,11.754,-0.00375
,,,,11.755,0.005756
,,,,11.756,0.004898
,,,,11.757,0.000936
,,,,11.758,0.004413
,,,,11.759,0.007418
,,,,11.76,0.006283
,,,,11.761,-0.01229
,,,,11.762,-0.00062
,,,,11.763,0.003337
,,,,11.764,0.003601
,,,,11.765,-0.00668
,,,,11.766,-0.00611
,,,,11.767,0.015359
,,,,11.768,-0.00245
,,,,11.769,0.000866
,,,,11.77,0.00095
,,,,11.771,0.009361
,,,,11.772,-0.00114
,,,,11.773,-0.00418
,,,,11.774,0.007366
,,,,11.775,0.010748
,,,,11.776,0.003629
,,,,11.777,0.0000074
,,,,11.778,-0.0056
,,,,11.779,0.009982
,,,,11.78,-0.00472
,,,,11.781,-0.00874
,,,,11.782,-0.00411
,,,,11.783,0.002922
,,,,11.784,0.005333
,,,,11.785,0.000663
,,,,11.786,0.0000775
,,,,11.787,0.004797
,,,,11.788,-0.01082
,,,,11.789,-0.00796
,,,,11.79,0.005226
,,,,11.791,-0.00215
,,,,11.792,0.006779
,,,,11.793,0.012452
,,,,11.794,0.009992
,,,,11.795,0.012332
,,,,11.796,0.00041
,,,,11.797,0.004079
,,,,11.798,-0.00055
,,,,11.799,0.000774
,,,,11.8,-0.00628
,,,,11.801,0.00686
,,,,11.802,0.006498
,,,,11.803,0.004238
,,,,11.804,-0.00112
,,,,11.805,0.001314
,,,,11.806,0.007716
,,,,11.807,0.003703
,,,,11.808,0.00332
,,,,11.809,0.010226
,,,,11.81,-0.00055
,,,,11.811,-0.0038
,,,,11.812,-0.00173
,,,,11.813,-0.00172
,,,,11.814,0.001992
,,,,11.815,-0.00133
,,,,11.816,-0.00106
,,,,11.817,0.008196
,,,,11.818,0.004159
,,,,11.819,-0.0034
,,,,11.82,0.006312
,,,,11.821,0.005177
,,,,11.822,0.002043
,,,,11.823,0.003667
,,,,11.824,0.001022
,,,,11.825,0.003831
,,,,11.826,0.004508
,,,,11.827,0.003224
,,,,11.828,0.00219
,,,,11.829,0.011026
,,,,11.83,-0.00285
,,,,11.831,0.000469
,,,,11.832,-0.0049
,,,,11.833,0.003035
,,,,11.834,0.0019
,,,,11.835,-0.00597
,,,,11.836,-0.00047
,,,,11.837,-0.00067
,,,,11.838,0.001934
,,,,11.839,-0.0044
,,,,11.84,0.00024
,,,,11.841,0.010976
,,,,11.842,0.00303
,,,,11.843,-0.00139
,,,,11.844,0.002688
,,,,11.845,0.009903
,,,,11.846,-0.0062
,,,,11.847,-0.00379
,,,,11.848,0.003327
,,,,11.849,0.003192
,,,,11.85,-0.00785
,,,,11.851,-0.00864
,,,,11.852,0.014264
,,,,11.853,-0.00255
,,,,11.854,-0.00637
,,,,11.855,0.000126
,,,,11.856,-0.00104
,,,,11.857,0.001953
,,,,11.858,-0.00546
,,,,11.859,-0.00033
,,,,11.86,0.011013
,,,,11.861,0.003217
,,,,11.862,0.001514
,,,,11.863,0.000123
,,,,11.864,0.002672
,,,,11.865,0.0044
,,,,11.866,0.00261
,,,,11.867,0.003444
,,,,11.868,0.016603
,,,,11.869,0.001408
,,,,11.87,-0.0038
,,,,11.871,0.006225
,,,,11.872,0.001825
,,,,11.873,-0.00728
,,,,11.874,-0.01059
,,,,11.875,-0.00181
,,,,11.876,0.000391
,,,,11.877,-0.01312
,,,,11.878,-0.00703
,,,,11.879,-0.00129
,,,,11.88,0.000574
,,,,11.881,0.006969
,,,,11.882,0.002297
,,,,11.883,0.005639
,,,,11.884,0.007955
,,,,11.885,-0.000055
,,,,11.886,-0.00249
,,,,11.887,0.010735
,,,,11.888,0.008794
,,,,11.889,0.006839
,,,,11.89,0.002579
,,,,11.891,0.003508
,,,,11.892,0.001658
,,,,11.893,0.001614
,,,,11.894,0.003534
,,,,11.895,-0.00088
,,,,11.896,0.000842
,,,,11.897,0.004775
,,,,11.898,0.008572
,,,,11.899,-0.00138
,,,,11.9,-0.01052
,,,,11.901,-0.00563
,,,,11.902,0.001825
,,,,11.903,0.003093
,,,,11.904,-0.000051
,,,,11.905,0.001159
,,,,11.906,0.002333
,,,,11.907,0.003764
,,,,11.908,0.003273
,,,,11.909,-0.01101
,,,,11.91,-0.00686
,,,,11.911,0.003583
,,,,11.912,-0.00367
,,,,11.913,0.00362
,,,,11.914,0.009918
,,,,11.915,0.006233
,,,,11.916,-0.00242
,,,,11.917,0.002496
,,,,11.918,0.0045
,,,,11.919,0.007512
,,,,11.92,-0.00454
,,,,11.921,-0.00324
,,,,11.922,0.006954
,,,,11.923,-0.00745
,,,,11.924,-0.00254
,,,,11.925,0.000785
,,,,11.926,0.012827
,,,,11.927,0.009551
,,,,11.928,-0.00984
,,,,11.929,0.011644
,,,,11.93,0.000541
,,,,11.931,-0.00642
,,,,11.932,-0.00647
,,,,11.933,-0.00324
,,,,11.934,0.011488
,,,,11.935,-0.00204
,,,,11.936,0.002541
,,,,11.937,0.010155
,,,,11.938,0.009137
,,,,11.939,-0.011
,,,,11.94,-0.00199
,,,,11.941,0.008052
,,,,11.942,0.009524
,,,,11.943,0.001103
,,,,11.944,-0.00123
,,,,11.945,-0.00218
,,,,11.946,0.009407
,,,,11.947,-0.00164
,,,,11.948,-0.00671
,,,,11.949,0.001204
,,,,11.95,-0.00237
,,,,11.951,0.000822
,,,,11.952,0.007741
,,,,11.953,0.006094
,,,,11.954,0.00371
,,,,11.955,-0.00746
,,,,11.956,-0.00208
,,,,11.957,0.00656
,,,,11.958,0.00304
,,,,11.959,-0.00224
,,,,11.96,-0.00676
,,,,11.961,-0.00634
,,,,11.962,0.007543
,,,,11.963,-0.00788
,,,,11.964,-0.00115
,,,,11.965,0.010966
,,,,11.966,0.000516
,,,,11.967,-0.01217
,,,,11.968,0.011681
,,,,11.969,0.002852
,,,,11.97,-0.00516
,,,,11.971,-0.0045
,,,,11.972,0.004601
,,,,11.973,0.010429
,,,,11.974,-0.00537
,,,,11.975,-0.00627
,,,,11.976,0.001192
,,,,11.977,0.003375
,,,,11.978,0.009524
,,,,11.979,0.002187
,,,,11.98,0.009188
,,,,11.981,0.009485
,,,,11.982,-0.01429
,,,,11.983,-0.00427
,,,,11.984,0.014875
,,,,11.985,-0.00466
,,,,11.986,0.005746
,,,,11.987,-0.00061
,,,,11.988,0.001946
,,,,11.989,0.007806
,,,,11.99,-0.00412
,,,,11.991,-0.00473
,,,,11.992,0.002913
,,,,11.993,-0.00777
,,,,11.994,0.000926
,,,,11.995,0.003089
,,,,11.996,-0.00502
,,,,11.997,0.005275
,,,,11.998,-0.00627
,,,,11.999,0.008564
,,,,12,0.010268
,,,,12.001,0.000735
,,,,12.002,-0.00157
,,,,12.003,0.002258
,,,,12.004,0.00044
,,,,12.005,0.003936
,,,,12.006,-0.00699
,,,,12.007,-0.00608
,,,,12.008,0.004047
,,,,12.009,-0.01387
,,,,12.01,-0.00678
,,,,12.011,0.002601
,,,,12.012,0.002381
,,,,12.013,0.00876
,,,,12.014,0.000727
,,,,12.015,-0.00162
,,,,12.016,0.013936
,,,,12.017,-0.01007
,,,,12.018,-0.00529
,,,,12.019,0.002628
,,,,12.02,0.003771
,,,,12.021,-0.00548
,,,,12.022,0.007256
,,,,12.023,0.000515
,,,,12.024,0.000037
,,,,12.025,-0.00262
,,,,12.026,-0.00123
,,,,12.027,0.013949
,,,,12.028,-0.00504
,,,,12.029,-0.00342
,,,,12.03,0.010976
,,,,12.031,0.003567
,,,,12.032,0.006321
,,,,12.033,0.000687
,,,,12.034,0.004956
,,,,12.035,0.005691
,,,,12.036,-0.01022
,,,,12.037,0.004815
,,,,12.038,0.002864
,,,,12.039,0.005178
,,,,12.04,0.009547
,,,,12.041,-0.0108
,,,,12.042,0.00322
,,,,12.043,0.00387
,,,,12.044,-0.00683
,,,,12.045,-0.00645
,,,,12.046,0.007766
,,,,12.047,-0.00579
,,,,12.048,-0.0058
,,,,12.049,0.006169
,,,,12.05,-0.00209
,,,,12.051,0.005857
,,,,12.052,-0.01158
,,,,12.053,-0.00444
,,,,12.054,0.009841
,,,,12.055,-0.00868
,,,,12.056,-0.00081
,,,,12.057,0.012105
,,,,12.058,-0.00024
,,,,12.059,0.007858
,,,,12.06,-0.0008
,,,,12.061,0.0047
,,,,12.062,-0.00389
,,,,12.063,0.002978
,,,,12.064,0.000214
,,,,12.065,0.004281
,,,,12.066,0.004245
,,,,12.067,0.001824
,,,,12.068,-0.00312
,,,,12.069,0.003874
,,,,12.07,0.00902
,,,,12.071,-0.01216
,,,,12.072,0.002229
,,,,12.073,-0.00465
,,,,12.074,-0.00588
,,,,12.075,-0.00728
,,,,12.076,-0.00216
,,,,12.077,-0.00577
,,,,12.078,0.002323
,,,,12.079,-0.0037
,,,,12.08,-0.00945
,,,,12.081,0.012269
,,,,12.082,0.00116
,,,,12.083,0.002043
,,,,12.084,-0.00351
