Time (sec),Ti575 Flash Thickness,Ti64 Flash Thickness,,Time (sec),Oscillation stroke 
,,,,2.517,-0.0764
,,,,2.518,-0.65644
,,,,2.519,-1.1902
,,,,2.52,-1.60472
,,,,2.521,-1.93508
,,,,2.522,-2.0446
,,,,2.523,-1.94767
,,,,2.524,-1.74189
,,,,2.525,-1.40626
,,,,2.526,-0.97619
,,,,2.527,-0.49597
,,,,2.528,0.071467
,,,,2.529,0.611739
,,,,2.53,1.110081
,,,,2.531,1.527722
,,,,2.532,1.80179
,,,,2.533,1.959075
,,,,2.534,1.932461
,,,,2.535,1.770298
,,,,2.536,1.490837
,,,,2.537,1.093632
,,,,2.538,0.590234
,,,,2.539,0.029174
,,,,2.54,-0.57584
,,,,2.541,-1.08196
,,,,2.542,-1.52839
,,,,2.543,-1.87143
,,,,2.544,-2.0328
,,,,2.545,-1.97041
,,,,2.546,-1.78998
,,,,2.547,-1.48673
,,,,2.548,-1.09308
,,,,2.549,-0.59888
,,,,2.55,-0.05146
,,,,2.551,0.461939
,,,,2.552,0.98076
,,,,2.553,1.423012
,,,,2.554,1.751665
,,,,2.555,1.93292
,,,,2.556,1.961981
,,,,2.557,1.805418
,,,,2.558,1.573076
,,,,2.559,1.196575
,,,,2.56,0.702634
,,,,2.561,0.166261
,,,,2.562,-0.43317
,,,,2.563,-0.98843
,,,,2.564,-1.46075
,,,,2.565,-1.83596
,,,,2.566,-2.05015
,,,,2.567,-2.03797
,,,,2.568,-1.87562
,,,,2.569,-1.58777
,,,,2.57,-1.20706
,,,,2.571,-0.71845
,,,,2.572,-0.18515
,,,,2.573,0.358624
,,,,2.574,0.904574
,,,,2.575,1.344558
,,,,2.576,1.695804
,,,,2.577,1.927914
,,,,2.578,1.972544
,,,,2.579,1.845667
,,,,2.58,1.627211
,,,,2.581,1.285525
,,,,2.582,0.833672
,,,,2.583,0.282802
,,,,2.584,-0.28421
,,,,2.585,-0.82715
,,,,2.586,-1.32641
,,,,2.587,-1.72766
,,,,2.588,-1.95175
,,,,2.589,-1.99633
,,,,2.59,-1.8527
,,,,2.591,-1.60766
,,,,2.592,-1.22082
,,,,2.593,-0.79851
,,,,2.594,-0.30311
,,,,2.595,0.237765
,,,,2.596,0.791474
,,,,2.597,1.247222
,,,,2.598,1.619166
,,,,2.599,1.876168
,,,,2.6,1.988651
,,,,2.601,1.901026
,,,,2.602,1.684598
,,,,2.603,1.380231
,,,,2.604,0.958832
,,,,2.605,0.409029
,,,,2.606,-0.1487
,,,,2.607,-0.74311
,,,,2.608,-1.24213
,,,,2.609,-1.65578
,,,,2.61,-1.95456
,,,,2.611,-2.03194
,,,,2.612,-1.92767
,,,,2.613,-1.69891
,,,,2.614,-1.36255
,,,,2.615,-0.92333
,,,,2.616,-0.41934
,,,,2.617,0.140364
,,,,2.618,0.684918
,,,,2.619,1.16597
,,,,2.62,1.575346
,,,,2.621,1.848636
,,,,2.622,1.98499
,,,,2.623,1.931164
,,,,2.624,1.745319
,,,,2.625,1.464355
,,,,2.626,1.041155
,,,,2.627,0.543864
,,,,2.628,-0.02531
,,,,2.629,-0.6196
,,,,2.63,-1.15568
,,,,2.631,-1.5841
,,,,2.632,-1.90779
,,,,2.633,-2.04327
,,,,2.634,-1.96988
,,,,2.635,-1.76105
,,,,2.636,-1.43931
,,,,2.637,-1.04061
,,,,2.638,-0.54058
,,,,2.639,0.009158
,,,,2.64,0.558967
,,,,2.641,1.035619
,,,,2.642,1.473187
,,,,2.643,1.799886
,,,,2.644,1.973138
,,,,2.645,1.962195
,,,,2.646,1.815546
,,,,2.647,1.565635
,,,,2.648,1.170956
,,,,2.649,0.672094
,,,,2.65,0.121857
,,,,2.651,-0.46353
,,,,2.652,-1.00748
,,,,2.653,-1.4841
,,,,2.654,-1.83259
,,,,2.655,-2.037
,,,,2.656,-2.00678
,,,,2.657,-1.82926
,,,,2.658,-1.53259
,,,,2.659,-1.12525
,,,,2.66,-0.6554
,,,,2.661,-0.11484
,,,,2.662,0.42171
,,,,2.663,0.970834
,,,,2.664,1.398434
,,,,2.665,1.729064
,,,,2.666,1.960677
,,,,2.667,1.996244
,,,,2.668,1.867144
,,,,2.669,1.609061
,,,,2.67,1.266572
,,,,2.671,0.794756
,,,,2.672,0.229917
,,,,2.673,-0.33246
,,,,2.674,-0.86784
,,,,2.675,-1.35069
,,,,2.676,-1.72204
,,,,2.677,-1.94535
,,,,2.678,-1.94894
,,,,2.679,-1.79894
,,,,2.68,-1.54134
,,,,2.681,-1.18827
,,,,2.682,-0.7203
,,,,2.683,-0.22631
,,,,2.684,0.310774
,,,,2.685,0.848273
,,,,2.686,1.304905
,,,,2.687,1.660031
,,,,2.688,1.904151
,,,,2.689,2.002644
,,,,2.69,1.883213
,,,,2.691,1.668168
,,,,2.692,1.352842
,,,,2.693,0.908934
,,,,2.694,0.364235
,,,,2.695,-0.19093
,,,,2.696,-0.74942
,,,,2.697,-1.25361
,,,,2.698,-1.65856
,,,,2.699,-1.95032
,,,,2.7,-2.01221
,,,,2.701,-1.89447
,,,,2.702,-1.66268
,,,,2.703,-1.31706
,,,,2.704,-0.86399
,,,,2.705,-0.3562
,,,,2.706,0.199525
,,,,2.707,0.743958
,,,,2.708,1.224487
,,,,2.709,1.629384
,,,,2.71,1.901889
,,,,2.711,2.02533
,,,,2.712,1.934446
,,,,2.713,1.755251
,,,,2.714,1.434901
,,,,2.715,1.007294
,,,,2.716,0.464743
,,,,2.717,-0.10734
,,,,2.718,-0.69455
,,,,2.719,-1.23273
,,,,2.72,-1.63235
,,,,2.721,-1.94973
,,,,2.722,-2.0521
,,,,2.723,-1.97282
,,,,2.724,-1.73626
,,,,2.725,-1.40632
,,,,2.726,-0.98255
,,,,2.727,-0.49284
,,,,2.728,0.085692
,,,,2.729,0.632608
,,,,2.73,1.118666
,,,,2.731,1.543229
,,,,2.732,1.836227
,,,,2.733,2.001908
,,,,2.734,1.957885
,,,,2.735,1.797919
,,,,2.736,1.538592
,,,,2.737,1.119444
,,,,2.738,0.631766
,,,,2.739,0.070922
,,,,2.74,-0.49954
,,,,2.741,-1.0255
,,,,2.742,-1.45815
,,,,2.743,-1.80681
,,,,2.744,-1.95871
,,,,2.745,-1.90832
,,,,2.746,-1.7364
,,,,2.747,-1.45259
,,,,2.748,-1.05766
,,,,2.749,-0.58326
,,,,2.75,-0.06425
,,,,2.751,0.465789
,,,,2.752,0.99761
,,,,2.753,1.426878
,,,,2.754,1.742094
,,,,2.755,1.946617
,,,,2.756,1.983087
,,,,2.757,1.822862
,,,,2.758,1.570361
,,,,2.759,1.203623
,,,,2.76,0.73476
,,,,2.761,0.164833
,,,,2.762,-0.42383
,,,,2.763,-0.938
,,,,2.764,-1.40335
,,,,2.765,-1.7665
,,,,2.766,-1.97179
,,,,2.767,-1.95012
,,,,2.768,-1.79983
,,,,2.769,-1.52447
,,,,2.77,-1.15396
,,,,2.771,-0.67849
,,,,2.772,-0.15589
,,,,2.773,0.401009
,,,,2.774,0.907777
,,,,2.775,1.363773
,,,,2.776,1.716304
,,,,2.777,1.926587
,,,,2.778,1.998598
,,,,2.779,1.885799
,,,,2.78,1.634309
,,,,2.781,1.284819
,,,,2.782,0.84452
,,,,2.783,0.281844
,,,,2.784,-0.29552
,,,,2.785,-0.8596
,,,,2.786,-1.3555
,,,,2.787,-1.74674
,,,,2.788,-2.01016
,,,,2.789,-2.04651
,,,,2.79,-1.91535
,,,,2.791,-1.65464
,,,,2.792,-1.30233
,,,,2.793,-0.8224
,,,,2.794,-0.31244
,,,,2.795,0.242943
,,,,2.796,0.798817
,,,,2.797,1.244028
,,,,2.798,1.616622
,,,,2.799,1.871086
,,,,2.8,1.960238
,,,,2.801,1.87266
,,,,2.802,1.67053
,,,,2.803,1.371247
,,,,2.804,0.929982
,,,,2.805,0.4011
,,,,2.806,-0.14803
,,,,2.807,-0.69183
,,,,2.808,-1.17982
,,,,2.809,-1.55983
,,,,2.81,-1.82264
,,,,2.811,-1.89798
,,,,2.812,-1.79562
,,,,2.813,-1.57198
,,,,2.814,-1.2706
,,,,2.815,-0.8753
,,,,2.816,-0.42815
,,,,2.817,0.069202
,,,,2.818,0.551017
,,,,2.819,0.970681
,,,,2.82,1.303973
,,,,2.821,1.560867
,,,,2.822,1.705717
,,,,2.823,1.650867
,,,,2.824,1.476606
,,,,2.825,1.247599
,,,,2.826,0.916186
,,,,2.827,0.488587
,,,,2.828,0.014306
,,,,2.829,-0.48827
,,,,2.83,-0.91663
,,,,2.831,-1.30412
,,,,2.832,-1.57149
,,,,2.833,-1.68292
,,,,2.834,-1.6241
,,,,2.835,-1.46614
,,,,2.836,-1.22991
,,,,2.837,-0.89652
,,,,2.838,-0.52903
,,,,2.839,-0.08834
,,,,2.84,0.321404
,,,,2.841,0.744637
,,,,2.842,1.042434
,,,,2.843,1.261637
,,,,2.844,1.414725
,,,,2.845,1.422204
,,,,2.846,1.301173
,,,,2.847,1.105464
,,,,2.848,0.883677
,,,,2.849,0.536089
,,,,2.85,0.128245
,,,,2.851,-0.2792
,,,,2.852,-0.67155
,,,,2.853,-0.99456
,,,,2.854,-1.26116
,,,,2.855,-1.40142
,,,,2.856,-1.37358
,,,,2.857,-1.25695
,,,,2.858,-1.08247
,,,,2.859,-0.829
,,,,2.86,-0.5387
,,,,2.861,-0.19871
,,,,2.862,0.148298
,,,,2.863,0.484576
,,,,2.864,0.797315
,,,,2.865,1.003583
,,,,2.866,1.138798
,,,,2.867,1.178514
,,,,2.868,1.112451
,,,,2.869,0.986077
,,,,2.87,0.805756
,,,,2.871,0.567191
,,,,2.872,0.263601
,,,,2.873,-0.05268
,,,,2.874,-0.41406
,,,,2.875,-0.70368
,,,,2.876,-0.91755
,,,,2.877,-1.08147
,,,,2.878,-1.12453
,,,,2.879,-1.01695
,,,,2.88,-0.88524
,,,,2.881,-0.72265
,,,,2.882,-0.51778
,,,,2.883,-0.25296
,,,,2.884,0.037482
,,,,2.885,0.295631
,,,,2.886,0.563326
,,,,2.887,0.798108
,,,,2.888,0.925209
,,,,2.889,0.992128
,,,,2.89,0.944498
,,,,2.891,0.849215
,,,,2.892,0.731334
,,,,2.893,0.557248
,,,,2.894,0.32717
,,,,2.895,0.076281
,,,,2.896,-0.18638
,,,,2.897,-0.45062
,,,,2.898,-0.64888
,,,,2.899,-0.76781
,,,,2.9,-0.82403
,,,,2.901,-0.77477
,,,,2.902,-0.6695
,,,,2.903,-0.54716
,,,,2.904,-0.42233
,,,,2.905,-0.26221
,,,,2.906,-0.057
,,,,2.907,0.126296
,,,,2.908,0.305732
,,,,2.909,0.470635
,,,,2.91,0.608696
,,,,2.911,0.693177
,,,,2.912,0.668999
,,,,2.913,0.585101
,,,,2.914,0.507876
,,,,2.915,0.430085
,,,,2.916,0.305512
,,,,2.917,0.14876
,,,,2.918,-0.0161
,,,,2.919,-0.19311
,,,,2.92,-0.36251
,,,,2.921,-0.48814
,,,,2.922,-0.53536
,,,,2.923,-0.53475
,,,,2.924,-0.47414
,,,,2.925,-0.37411
,,,,2.926,-0.29175
,,,,2.927,-0.19691
,,,,2.928,-0.10577
,,,,2.929,-0.01475
,,,,2.93,0.103995
,,,,2.931,0.203848
,,,,2.932,0.295666
,,,,2.933,0.361546
,,,,2.934,0.373398
,,,,2.935,0.348098
,,,,2.936,0.275789
,,,,2.937,0.229751
,,,,2.938,0.186679
,,,,2.939,0.132916
,,,,2.94,0.060164
,,,,2.941,-0.01506
,,,,2.942,-0.08794
,,,,2.943,-0.15845
,,,,2.944,-0.21083
,,,,2.945,-0.21144
,,,,2.946,-0.17252
,,,,2.947,-0.12597
,,,,2.948,-0.08203
,,,,2.949,-0.04948
,,,,2.95,-0.02179
,,,,2.951,0.004167
,,,,2.952,0.004818
,,,,2.953,0.046658
,,,,2.954,0.066861
,,,,2.955,0.076008
,,,,2.956,0.076565
,,,,2.957,0.072217
,,,,2.958,0.029313
,,,,2.959,-0.01547
,,,,2.96,-0.0336
,,,,2.961,-0.0338
,,,,2.962,-0.04218
,,,,2.963,-0.06038
,,,,2.964,-0.06713
,,,,2.965,-0.06878
,,,,2.966,-0.08429
,,,,2.967,-0.0605
,,,,2.968,-0.04117
,,,,2.969,-0.01776
,,,,2.97,0.005569
,,,,2.971,0.005261
,,,,2.972,0.017221
,,,,2.973,0.023145
,,,,2.974,0.030525
,,,,2.975,0.033574
,,,,2.976,0.044067
,,,,2.977,0.050427
,,,,2.978,0.047415
,,,,2.979,0.026896
,,,,2.98,0.015239
,,,,2.981,0.01202
,,,,2.982,0.00194
,,,,2.983,-0.00117
,,,,2.984,-0.00213
,,,,2.985,-0.00883
,,,,2.986,-0.01261
,,,,2.987,-0.01417
,,,,2.988,-0.01521
,,,,2.989,-0.00204
,,,,2.99,-0.01175
,,,,2.991,-0.01079
,,,,2.992,0.00414
,,,,2.993,-0.00346
,,,,2.994,-0.01136
,,,,2.995,0.000167
,,,,2.996,0.004371
,,,,2.997,-0.00988
,,,,2.998,-0.00891
,,,,2.999,-0.00398
,,,,3,-0.00832
,,,,3.001,-0.00319
,,,,3.002,-0.00439
,,,,3.003,0.007863
,,,,3.004,-0.00536
,,,,3.005,-0.01034
,,,,3.006,0.00416
,,,,3.007,0.002424
,,,,3.008,-0.00748
,,,,3.009,-0.01183
,,,,3.01,-0.00817
,,,,3.011,0.007188
,,,,3.012,-0.00922
,,,,3.013,-0.02159
,,,,3.014,-0.00921
,,,,3.015,0.004251
,,,,3.016,-0.01961
,,,,3.017,-0.00987
,,,,3.018,-0.00665
,,,,3.019,-0.01096
,,,,3.02,-0.00027
,,,,3.021,-0.00532
,,,,3.022,-0.00499
,,,,3.023,-0.00653
,,,,3.024,0.00033
,,,,3.025,-0.01545
,,,,3.026,-0.00703
,,,,3.027,-0.00191
,,,,3.028,-0.00465
,,,,3.029,-0.0127
,,,,3.03,-0.00276
,,,,3.031,0.006158
,,,,3.032,-0.00843
,,,,3.033,-0.00993
,,,,3.034,0.009553
,,,,3.035,-0.00061
,,,,3.036,-0.0023
,,,,3.037,0.004663
,,,,3.038,-0.00801
,,,,3.039,-0.01262
,,,,3.04,-0.00829
,,,,3.041,0.003877
,,,,3.042,0.001092
,,,,3.043,-0.00678
,,,,3.044,-0.00996
,,,,3.045,-0.00707
,,,,3.046,0.001623
,,,,3.047,-0.00209
,,,,3.048,0.000214
,,,,3.049,-0.00592
,,,,3.05,-0.00327
,,,,3.051,-0.00129
,,,,3.052,0.001655
,,,,3.053,-0.00144
,,,,3.054,0.006272
,,,,3.055,0.000264
,,,,3.056,0.002812
,,,,3.057,-0.003
,,,,3.058,0.008239
,,,,3.059,-0.01531
,,,,3.06,-0.00781
,,,,3.061,0.001671
,,,,3.062,-0.00082
,,,,3.063,0.006278
,,,,3.064,-0.01158
,,,,3.065,0.00258
,,,,3.066,-0.00159
,,,,3.067,-0.01437
,,,,3.068,-0.00668
,,,,3.069,0.005448
,,,,3.07,0.007533
,,,,3.071,-0.00645
,,,,3.072,0.002926
,,,,3.073,-0.00113
,,,,3.074,-0.00756
,,,,3.075,-0.00233
,,,,3.076,-0.008
,,,,3.077,0.005257
,,,,3.078,-0.00561
,,,,3.079,-0.01112
,,,,3.08,0.00945
,,,,3.081,-0.00499
,,,,3.082,0.001127
,,,,3.083,-0.00141
,,,,3.084,0.01233
,,,,3.085,0.000265
,,,,3.086,-0.01093
,,,,3.087,0.0000165
,,,,3.088,0.003705
,,,,3.089,-0.00544
,,,,3.09,0.000274
,,,,3.091,-0.00759
,,,,3.092,0.004051
,,,,3.093,-0.00752
,,,,3.094,-0.00617
,,,,3.095,-0.00324
,,,,3.096,0.004817
,,,,3.097,-0.00245
,,,,3.098,-0.00455
,,,,3.099,-0.00287
,,,,3.1,-0.00357
,,,,3.101,-0.00363
,,,,3.102,-0.00029
,,,,3.103,-0.00885
,,,,3.104,0.006771
,,,,3.105,-0.00452
,,,,3.106,0.004862
,,,,3.107,-0.00085
,,,,3.108,0.002401
,,,,3.109,0.003994
,,,,3.11,-0.0019
,,,,3.111,0.001612
,,,,3.112,0.004758
,,,,3.113,-0.00463
,,,,3.114,-0.00953
,,,,3.115,-0.00536
,,,,3.116,0.001005
,,,,3.117,0.000852
,,,,3.118,-0.000028
,,,,3.119,-0.00038
,,,,3.12,0.004552
,,,,3.121,-0.00708
,,,,3.122,-0.002
,,,,3.123,0.006385
,,,,3.124,-0.00173
,,,,3.125,0.001452
,,,,3.126,-0.00937
,,,,3.127,0.003201
,,,,3.128,-0.00646
,,,,3.129,-0.00501
,,,,3.13,-0.00713
,,,,3.131,0.00431
,,,,3.132,0.007005
,,,,3.133,-0.01396
,,,,3.134,-0.00493
,,,,3.135,0.012751
,,,,3.136,0.004947
,,,,3.137,-0.01205
,,,,3.138,0.001593
,,,,3.139,0.0076
,,,,3.14,0.006582
,,,,3.141,-0.00708
,,,,3.142,-0.00222
,,,,3.143,0.013846
,,,,3.144,-0.00042
,,,,3.145,-0.01534
,,,,3.146,-0.0000035
,,,,3.147,0.005809
,,,,3.148,0.001391
,,,,3.149,-0.00162
,,,,3.15,0.002519
,,,,3.151,0.007256
,,,,3.152,0.004137
,,,,3.153,0.001328
,,,,3.154,-0.00197
,,,,3.155,0.000894
,,,,3.156,-0.0108
,,,,3.157,-0.008
,,,,3.158,-0.00127
,,,,3.159,0.001006
,,,,3.16,-0.01272
,,,,3.161,-0.01466
,,,,3.162,0.00842
,,,,3.163,0.007576
,,,,3.164,-0.01018
,,,,3.165,-0.00229
,,,,3.166,0.000799
,,,,3.167,0.000567
,,,,3.168,-0.00395
,,,,3.169,-0.00276
,,,,3.17,0.003279
,,,,3.171,-0.00049
,,,,3.172,-0.00562
,,,,3.173,-0.00704
,,,,3.174,0.007838
,,,,3.175,-0.00203
,,,,3.176,-0.00587
,,,,3.177,0.003253
,,,,3.178,0.002792
,,,,3.179,0.003026
,,,,3.18,-0.00538
,,,,3.181,0.016803
,,,,3.182,0.012297
,,,,3.183,-0.00348
,,,,3.184,-0.00283
,,,,3.185,0.003857
,,,,3.186,-0.01092
,,,,3.187,-0.00554
,,,,3.188,-0.00093
,,,,3.189,-0.00556
,,,,3.19,0.003827
,,,,3.191,-0.01574
,,,,3.192,-0.01249
,,,,3.193,0.007712
,,,,3.194,0.00032
,,,,3.195,-0.01538
,,,,3.196,-0.00791
,,,,3.197,-0.00504
,,,,3.198,0.006402
,,,,3.199,-0.00639
,,,,3.2,-0.01241
,,,,3.201,0.006752
,,,,3.202,0.003841
,,,,3.203,-0.01663
,,,,3.204,-0.00395
,,,,3.205,0.009777
,,,,3.206,0.004449
,,,,3.207,-0.00028
,,,,3.208,0.005509
,,,,3.209,0.007789
,,,,3.21,-0.00313
,,,,3.211,-0.01233
,,,,3.212,0.012972
,,,,3.213,0.002861
,,,,3.214,-0.01005
,,,,3.215,-0.00127
,,,,3.216,0.007187
,,,,3.217,0.00314
,,,,3.218,-0.00609
,,,,3.219,-0.0032
,,,,3.22,0.00067
,,,,3.221,0.01063
,,,,3.222,0.002593
,,,,3.223,-0.00476
,,,,3.224,0.007969
,,,,3.225,-0.00046
,,,,3.226,-0.00318
,,,,3.227,0.000585
,,,,3.228,0.007733
,,,,3.229,-0.00501
,,,,3.23,-0.00282
,,,,3.231,0.005075
,,,,3.232,0.006907
,,,,3.233,0.002124
,,,,3.234,-0.00384
,,,,3.235,0.004579
,,,,3.236,0.006281
,,,,3.237,-0.00632
,,,,3.238,-0.00633
,,,,3.239,0.00783
,,,,3.24,0.004991
,,,,3.241,0.00935
,,,,3.242,0.000418
,,,,3.243,0.003217
,,,,3.244,-0.00539
,,,,3.245,0.003447
,,,,3.246,-0.00429
,,,,3.247,0.002538
,,,,3.248,-0.00062
,,,,3.249,0.007337
,,,,3.25,-0.01026
,,,,3.251,0.005191
,,,,3.252,0.009235
,,,,3.253,-0.00608
,,,,3.254,-0.00378
,,,,3.255,0.008331
,,,,3.256,-0.00337
,,,,3.257,-0.00577
,,,,3.258,0.00237
,,,,3.259,0.01174
,,,,3.26,0.004113
,,,,3.261,-0.01961
,,,,3.262,-0.00511
,,,,3.263,0.000351
,,,,3.264,-0.00327
,,,,3.265,0.001648
,,,,3.266,-0.00123
,,,,3.267,0.012381
,,,,3.268,-0.00425
,,,,3.269,-0.00976
,,,,3.27,0.006723
,,,,3.271,0.015078
,,,,3.272,-0.00287
,,,,3.273,-0.00643
,,,,3.274,-0.00228
,,,,3.275,0.011695
,,,,3.276,-0.00015
,,,,3.277,0.00015
,,,,3.278,-0.00646
,,,,3.279,0.004659
,,,,3.28,-0.00123
,,,,3.281,-0.00458
,,,,3.282,0.004444
,,,,3.283,0.002066
,,,,3.284,-0.00156
,,,,3.285,0.000173
,,,,3.286,0.011301
,,,,3.287,-0.00175
,,,,3.288,-0.00585
,,,,3.289,-0.00776
,,,,3.29,-0.00384
,,,,3.291,-0.00055
,,,,3.292,-0.00272
,,,,3.293,-0.00505
,,,,3.294,-0.00115
,,,,3.295,-0.00168
,,,,3.296,0.00087
,,,,3.297,-0.00547
,,,,3.298,0.002058
,,,,3.299,0.008124
,,,,3.3,-0.01027
,,,,3.301,0.005149
,,,,3.302,0.015418
,,,,3.303,-0.00658
,,,,3.304,0.004213
,,,,3.305,0.009918
,,,,3.306,0.008325
,,,,3.307,-0.01133
,,,,3.308,-0.00394
,,,,3.309,0.004317
,,,,3.31,0.008076
,,,,3.311,0.002178
,,,,3.312,-0.00636
,,,,3.313,-0.00677
,,,,3.314,0.000548
,,,,3.315,-0.00018
,,,,3.316,-0.00537
,,,,3.317,-0.00369
,,,,3.318,-0.00252
,,,,3.319,-0.00429
,,,,3.32,0.000146
,,,,3.321,0.001628
,,,,3.322,0.011966
,,,,3.323,-0.00368
,,,,3.324,-0.0043
,,,,3.325,0.010584
,,,,3.326,0.008003
,,,,3.327,0.0005
,,,,3.328,0.001939
,,,,3.329,0.001046
,,,,3.33,0.005758
,,,,3.331,-0.00903
,,,,3.332,-0.00444
,,,,3.333,0.007185
,,,,3.334,-0.00572
,,,,3.335,-0.000034
,,,,3.336,0.00254
,,,,3.337,0.002563
,,,,3.338,0.003453
,,,,3.339,0.007623
,,,,3.34,0.000917
,,,,3.341,0.010152
,,,,3.342,-0.00045
,,,,3.343,-0.00484
,,,,3.344,-0.00142
,,,,3.345,0.002974
,,,,3.346,-0.00487
,,,,3.347,0.008307
,,,,3.348,0.003226
,,,,3.349,-0.00499
,,,,3.35,0.000489
,,,,3.351,-0.00992
,,,,3.352,0.001193
,,,,3.353,-0.0016
,,,,3.354,-0.00572
,,,,3.355,0.000474
,,,,3.356,0.00265
,,,,3.357,0.005459
,,,,3.358,-0.00884
,,,,3.359,-0.00399
,,,,3.36,-0.00181
,,,,3.361,-0.0074
,,,,3.362,-0.00768
,,,,3.363,0.004979
,,,,3.364,-0.00387
,,,,3.365,0.001206
,,,,3.366,0.002719
,,,,3.367,-0.00207
,,,,3.368,0.002279
,,,,3.369,-0.00229
,,,,3.37,0.004885
,,,,3.371,0.008112
,,,,3.372,0.005371
,,,,3.373,0.003542
,,,,3.374,-0.00153
,,,,3.375,-0.01063
,,,,3.376,0.005238
,,,,3.377,-0.00067
,,,,3.378,-0.00406
,,,,3.379,-0.0014
,,,,3.38,0.010684
,,,,3.381,-0.00484
,,,,3.382,-0.00042
,,,,3.383,-0.00244
,,,,3.384,0.007787
,,,,3.385,-0.00696
,,,,3.386,-0.00304
,,,,3.387,0.002229
,,,,3.388,-0.00234
,,,,3.389,0.00124
,,,,3.39,-0.0066
,,,,3.391,-0.00329
,,,,3.392,-0.00061
,,,,3.393,0.001358
,,,,3.394,0.003223
,,,,3.395,0.006074
,,,,3.396,-0.00597
,,,,3.397,-0.00482
,,,,3.398,-0.00732
,,,,3.399,0.007874
,,,,3.4,0.002377
,,,,3.401,-0.00504
,,,,3.402,-0.00321
,,,,3.403,0.002788
,,,,3.404,-0.00448
,,,,3.405,0.000516
,,,,3.406,0.006069
,,,,3.407,0.000965
,,,,3.408,-0.00102
,,,,3.409,-0.00369
,,,,3.41,0.004324
,,,,3.411,0.014338
,,,,3.412,-0.0103
,,,,3.413,-0.00375
,,,,3.414,-0.00569
,,,,3.415,0.00276
,,,,3.416,-0.00327
,,,,3.417,0.003182
,,,,3.418,0.004337
,,,,3.419,0.008397
,,,,3.42,0.001539
,,,,3.421,-0.00537
,,,,3.422,0.001108
,,,,3.423,0.002402
,,,,3.424,0.003284
,,,,3.425,-0.01471
,,,,3.426,0.003992
,,,,3.427,-0.00635
,,,,3.428,-0.00529
,,,,3.429,-0.0045
,,,,3.43,0.013313
,,,,3.431,-0.00262
,,,,3.432,-0.01312
,,,,3.433,-0.00921
,,,,3.434,-0.0055
,,,,3.435,0.002322
,,,,3.436,-0.01419
,,,,3.437,0.001961
,,,,3.438,-0.00151
,,,,3.439,-0.00742
,,,,3.44,-0.0027
,,,,3.441,-0.00194
,,,,3.442,0.002802
,,,,3.443,0.002654
,,,,3.444,-0.00023
,,,,3.445,-0.0032
,,,,3.446,0.007302
,,,,3.447,-0.0094
,,,,3.448,0.003052
,,,,3.449,-0.00018
,,,,3.45,-0.00129
,,,,3.451,-0.00904
,,,,3.452,-0.00235
,,,,3.453,0.008616
,,,,3.454,0.004698
,,,,3.455,-0.00138
,,,,3.456,0.00289
,,,,3.457,0.010877
,,,,3.458,-0.00539
,,,,3.459,-0.00609
,,,,3.46,-0.00244
,,,,3.461,0.011067
,,,,3.462,-0.00381
,,,,3.463,-0.0148
,,,,3.464,-0.00626
,,,,3.465,-0.00595
,,,,3.466,0.000472
,,,,3.467,-0.0119
,,,,3.468,0.004579
,,,,3.469,0.002563
,,,,3.47,0.007054
,,,,3.471,0.000688
,,,,3.472,0.00711
,,,,3.473,0.01042
,,,,3.474,0.000574
,,,,3.475,0.00508
,,,,3.476,0.010257
,,,,3.477,-0.00618
,,,,3.478,-0.00074
,,,,3.479,-0.00196
,,,,3.48,0.003675
,,,,3.481,0.008828
,,,,3.482,-0.01004
,,,,3.483,-0.00173
,,,,3.484,0.00326
,,,,3.485,0.010981
,,,,3.486,-0.00543
,,,,3.487,-0.00821
,,,,3.488,0.007749
,,,,3.489,-0.00719
,,,,3.49,-0.00699
,,,,3.491,-0.00403
,,,,3.492,0.008718
,,,,3.493,-0.00553
,,,,3.494,-0.00946
,,,,3.495,-0.00227
,,,,3.496,0.003172
,,,,3.497,0.0032
,,,,3.498,-0.00399
,,,,3.499,-0.00363
,,,,3.5,0.012898
,,,,3.501,0.000402
,,,,3.502,-0.01191
,,,,3.503,0.000984
,,,,3.504,0.010478
,,,,3.505,0.001459
,,,,3.506,-0.011
,,,,3.507,-0.00203
,,,,3.508,0.005384
,,,,3.509,-0.00989
,,,,3.51,-0.00085
,,,,3.511,-0.00122
,,,,3.512,-0.01164
,,,,3.513,-0.00918
,,,,3.514,-0.01253
,,,,3.515,0.001361
,,,,3.516,0.003568
,,,,3.517,-0.00437
,,,,3.518,0.001811
,,,,3.519,0.008527
,,,,3.52,-0.000092
,,,,3.521,0.004219
,,,,3.522,0.004037
,,,,3.523,0.009554
,,,,3.524,-0.00297
,,,,3.525,-0.00526
,,,,3.526,0.00385
,,,,3.527,0.010047
,,,,3.528,-0.0064
,,,,3.529,-0.00572
,,,,3.53,0.000243
,,,,3.531,-0.00401
,,,,3.532,-0.00398
,,,,3.533,-0.00131
,,,,3.534,-0.01081
,,,,3.535,0.009533
,,,,3.536,-0.00015
,,,,3.537,-0.00584
,,,,3.538,0.002245
,,,,3.539,0.006647
,,,,3.54,-0.01038
,,,,3.541,-0.00735
,,,,3.542,-0.00424
,,,,3.543,0.005029
,,,,3.544,-0.00622
,,,,3.545,-0.0024
,,,,3.546,0.011481
,,,,3.547,0.003139
