Temperature (°C),% Primary Alpha
965.0079239302694,0.003526448362720403
959.904912836767,0.01662468513853904
950.0316957210777,0.024181360201511334
939.9366085578447,0.05491183879093199
929.9524564183835,0.10327455919395466
919.9683042789223,0.14962216624685137
909.9841521394612,0.1848866498740554
